"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","occurrence_id","tmax_mean_c","prec_annual_mm","tas_cur_november_c","tas_fut_november_c","delta_tas_november_c","lc_value_2020","lc_value_2024","urban_2020","urban_2024","prop_forest_2020","prop_forest_2024","delta_forest"
97,"Rhinolophus ferrumequinum",45.686132,6.080418,2025-12-27,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",919,19,13.1423076923077,120.615384615385,3.45000000000005,4.75000000000006,1.30000000000001,5,5,0,0,1,0.933333333333333,-0.0666666666666667
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-01-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,20,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Barbastella barbastellus",43.9543836837,6.5943837495,2025-06-21,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1273,21,12.3423076923077,100.846153846154,2.95000000000005,4.35000000000002,1.39999999999998,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.129849294,7.6181763794,2019-02-27,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1452,22,11.2423076923077,87.2307692307692,2.35000000000002,3.75000000000006,1.40000000000003,8,8,0,0,0.714285714285714,0.714285714285714,0
97,"Rhinolophus ferrumequinum",44.250488,5.379091,2025-08-13,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",812,23,14.6346153846154,66.8461538461538,5.45000000000005,6.85000000000002,1.39999999999998,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-03-01,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,24,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.84803,0.529951,2022-03-14,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1327,25,12.35,101.615384615385,4.15000000000003,5.25000000000006,1.10000000000002,9,9,0,0,1,1,0
97,"Barbastella barbastellus",43.7957459019,6.3619653059,2026-01-11,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",863,26,15.2192307692308,74.3076923076923,6.05000000000001,7.45000000000005,1.40000000000003,1,1,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-04-22,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,27,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",46.365551,5.450463,2025-10-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",498,28,15.7269230769231,101.384615384615,6.25000000000006,7.45000000000005,1.19999999999999,8,8,0,0,1,1,0
97,"Barbastella barbastellus",44.351308,3.893404,2024-05-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",905,29,13.4807692307693,89.4615384615385,4.95000000000005,6.15000000000003,1.19999999999999,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83415,2.93674,2022-07-05,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",848,30,13.4115384615385,80.4615384615385,4.85000000000002,5.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",43.00499,0.48753,2022-02-06,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",827,31,14.6807692307693,111.615384615385,6.45000000000005,7.55000000000001,1.09999999999997,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.761535,2.134909,2023-11-03,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1280,32,12.5269230769231,96,4.65000000000003,5.75000000000006,1.10000000000002,5,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.948475,0.28161,2025-08-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1257,33,12.7423076923077,115.307692307692,4.55000000000001,5.65000000000003,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.92764,1.103,2022-01-22,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",870,34,14.8576923076923,108.538461538462,6.35000000000002,7.45000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",43.9292591434,6.3585272281,2026-04-04,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1005,35,14.4884615384616,75.6153846153846,4.95000000000005,6.35000000000002,1.39999999999998,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",43.9537993951,7.4223156691,2018-03-12,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1057,36,13.0730769230769,89.3846153846154,5.15000000000003,6.45000000000005,1.30000000000001,5,5,0,0,0.933333333333333,1,0.0666666666666667
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-03-01,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,37,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.76063,2.0848,2023-10-04,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",950,38,14.9038461538462,83.6153846153846,6.85000000000002,7.95000000000005,1.10000000000002,5,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-03-01,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,39,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-03-01,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,40,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-03-01,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,41,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.9484748791,0.2816099547,2025-08-26,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1257,42,12.7423076923077,115.307692307692,4.55000000000001,5.65000000000003,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2023-02-03,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,43,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83415,2.93674,2022-07-04,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",848,44,13.4115384615385,80.4615384615385,4.85000000000002,5.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-07-19,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,45,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Barbastella barbastellus",45.610549,6.057138,2025-12-27,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1515,46,9.46538461538466,147.846153846154,0.450000000000045,1.75000000000006,1.30000000000001,4,4,0,0,1,1,0
97,"Barbastella barbastellus",44.02313,3.43655,2022-01-22,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1077,47,12.4653846153847,62.2307692307692,4.45000000000005,5.65000000000003,1.19999999999999,8,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",43.660791,2.806518,2022-04-08,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",833,48,13.8884615384616,75.3846153846154,6.25000000000006,7.35000000000002,1.09999999999997,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",47.83349,6.81093,2022-01-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",755,49,12.8423076923077,115.846153846154,3.65000000000003,4.85000000000002,1.19999999999999,5,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",43.761202,6.954928,2023-12-03,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",953,50,13.873076923077,97.3846153846154,6.15000000000003,7.55000000000001,1.39999999999998,8,9,0,0,0.4,0.4,0
97,"Rhinolophus ferrumequinum",42.7615347243,2.1349086991,2023-11-03,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1280,51,12.5269230769231,96,4.65000000000003,5.75000000000006,1.10000000000002,5,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.3188936019,3.8049735912,2026-04-29,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1236,52,12.0807692307692,86,3.85000000000002,5.05000000000001,1.19999999999999,5,5,0,0,1,1,0
97,"Barbastella barbastellus",46.64,6.02,2026-04-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",869,53,12.5423076923077,135.769230769231,3.85000000000002,5.05000000000001,1.19999999999999,8,8,0,0,1,0.857142857142857,-0.142857142857143
97,"Rhinolophus ferrumequinum",45.6861324248,6.0804183329,2025-12-27,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",919,54,13.1423076923077,120.615384615385,3.45000000000005,4.75000000000006,1.30000000000001,5,5,0,0,1,0.933333333333333,-0.0666666666666667
97,"Barbastella barbastellus",45.11544,4.667742,2025-09-12,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",708,55,14.9269230769231,71.6153846153846,5.95000000000005,7.25000000000006,1.30000000000001,5,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",43.00499,0.48753,2022-02-13,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",827,56,14.6807692307693,111.615384615385,6.45000000000005,7.55000000000001,1.09999999999997,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",43.392,2.3215,2022-01-05,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",681,57,14.9807692307693,92.7692307692308,7.05000000000001,8.15000000000003,1.10000000000002,5,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.213427,6.441366,2025-06-27,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1139,58,13.5807692307692,87.9230769230769,4.15000000000003,5.55000000000001,1.39999999999998,10,8,0,0,0.928571428571429,1,0.0714285714285714
97,"Rhinolophus ferrumequinum",42.98531,-0.24709,2022-03-18,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1407,59,11.473076923077,147.769230769231,3.65000000000003,4.75000000000006,1.10000000000002,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.63898,2.301816,2025-04-16,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",954,60,14.4653846153847,90.8461538461538,6.35000000000002,7.45000000000005,1.10000000000002,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.2366427375,3.2844700834,2026-03-23,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",900,61,13.2884615384615,67.0769230769231,4.85000000000002,5.95000000000005,1.10000000000002,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",47.762811,7.036717,2023-10-14,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",393,62,14.8884615384616,81.2307692307692,4.95000000000005,6.25000000000006,1.30000000000001,4,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.288881,3.265486,2025-07-21,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",922,63,13.0884615384616,62.3846153846154,4.65000000000003,5.75000000000006,1.10000000000002,1,1,0,0,1,1,0
97,"Rhinolophus ferrumequinum",50.007751,4.729047,2023-12-30,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",204,64,14.3192307692308,82.9230769230769,5.65000000000003,6.65000000000003,1,5,5,0,0,1,1,0
97,"Barbastella barbastellus",46.69796,6.29458,2023-06-24,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1160,65,10.6346153846154,110.307692307692,3.05000000000001,4.35000000000002,1.30000000000001,9,8,0,0,1,1,0
97,"Barbastella barbastellus",44.126356,5.705006,2024-07-30,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1195,66,12.6115384615385,73.6923076923077,3.45000000000005,4.85000000000002,1.39999999999998,8,8,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.76161,2.20682,2022-01-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1061,67,13.3576923076923,88.6153846153846,5.45000000000005,6.55000000000001,1.09999999999997,5,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.84818,1.83898,2022-01-31,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1607,68,9.48846153846159,91.6923076923077,1.45000000000005,2.55000000000001,1.09999999999997,5,5,0,0,0.933333333333333,0.933333333333333,0
97,"Rhinolophus ferrumequinum",44.02313,3.43655,2022-01-22,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1077,69,12.4653846153847,62.2307692307692,4.45000000000005,5.65000000000003,1.19999999999999,8,5,0,0,1,1,0
97,"Barbastella barbastellus",44.02313,3.43655,2022-01-22,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1077,70,12.4653846153847,62.2307692307692,4.45000000000005,5.65000000000003,1.19999999999999,8,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",48.45815,6.9917,2022-01-29,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",397,71,13.9346153846154,91.8461538461538,4.45000000000005,5.65000000000003,1.19999999999999,5,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.84818,1.83898,2022-01-31,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1607,72,9.48846153846159,91.6923076923077,1.45000000000005,2.55000000000001,1.09999999999997,5,5,0,0,0.933333333333333,0.933333333333333,0
97,"Barbastella barbastellus",45.9000758891,6.3744537831,2025-02-16,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",987,73,13.3038461538462,126.615384615385,2.85000000000002,4.15000000000003,1.30000000000001,5,5,0,0,0.928571428571429,1,0.0714285714285714
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-01-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,74,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2023-02-03,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,75,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",45.46034,2.04031,2022-09-11,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",767,76,14.0653846153846,114.923076923077,5.55000000000001,6.55000000000001,1,5,5,0,0,1,1,0
97,"Barbastella barbastellus",45.9978422494,5.4489609638,2024-11-24,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",555,77,14.5192307692308,140.692307692308,5.15000000000003,6.45000000000005,1.30000000000001,8,4,0,0,1,1,0
97,"Barbastella barbastellus",43.787441,3.113491,2025-02-15,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",733,78,14.673076923077,60.2307692307692,6.55000000000001,7.65000000000003,1.10000000000002,5,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.92764,1.103,2022-04-25,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",870,79,14.8576923076923,108.538461538462,6.35000000000002,7.45000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.93169,1.3477,2023-02-20,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1316,80,12.3038461538462,106.923076923077,3.95000000000005,5.05000000000001,1.09999999999997,5,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.02313,3.43655,2022-01-22,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1077,81,12.4653846153847,62.2307692307692,4.45000000000005,5.65000000000003,1.19999999999999,8,5,0,0,1,1,0
97,"Rhinolophus ferrumequinum",43.00499,0.48753,2022-02-24,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",827,82,14.6807692307693,111.615384615385,6.45000000000005,7.55000000000001,1.09999999999997,4,4,0,0,1,1,0
97,"Barbastella barbastellus",45.6105486074,6.0571383915,2025-12-27,"inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1515,83,9.46538461538466,147.846153846154,0.450000000000045,1.75000000000006,1.30000000000001,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",44.83328,2.55715,2022-01-26,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",658,84,14.35,89,5.85000000000002,6.95000000000005,1.10000000000002,4,4,0,0,1,1,0
97,"Rhinolophus ferrumequinum",42.49398,2.57486,2022-01-30,"gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",919,85,14.6115384615385,102.307692307692,6.15000000000003,7.25000000000006,1.10000000000002,4,4,0,0,1,1,0
